Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[169]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [169]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZNK10MainPlayer9classNameEv [160]
[170]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [170]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZNK8QtPlayer9classNameEv [163]
[171]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [171]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN8QtPlayerC2EPK9QGLWidgetRKSsiP7QWidgetPc [158]
[172]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [172]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN7GLAnime18initializeListviewEP8JahLayerb [156]
[173]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [173]
                0.00    0.00      35/974         olib::openpluginlib::property_typename::property_typename(wchar_t const*) [127]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN6GLChar8addLayerEv [155]
[174]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [174]
                0.00    0.00      35/974         olib::openpluginlib::property_typename::property_typename(wchar_t const*) [127]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN10JahControlC2EP9QGLWidgetP7QWidgetP9JahHeaderP6QFrameS7_S7_S7_S7_S7_S7_S3_S7_S7_S7_S7_S7_S7_S7_ [145]
[175]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [175]
                0.00    0.00      35/974         olib::openpluginlib::property_typename::property_typename(wchar_t const*) [127]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN10JahControl24CreateDesktopFeedbackBoxEP7QWidget [144]
[176]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [176]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZNK10JahControl9classNameEv [159]
[177]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [177]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZNK8Jahshaka9classNameEv [162]
[178]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [178]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN4olib12openassetlib25SET_XML_ROOT_ELEMENT_NAMEE [148]
[179]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [179]
                0.00    0.00      35/974         olib::openpluginlib::property_typename::property_typename(wchar_t const*) [127]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN4olib12openassetlib2al13asset_factory9instance_E [149]
[180]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [180]
                0.00    0.00      35/974         olib::openpluginlib::property_typename::property_typename(wchar_t const*) [127]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN4olib12openmedialib2ml1yE [152]
[181]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [181]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN4olib12openmedialib4initEv [154]
[182]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [182]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN4olib12openmedialib2ml19openmedialib_pluginC2Ev [151]
[183]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [183]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN4olib12openmedialib2ml14template_inputC2Ev [150]
[184]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [184]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN4olib12openmedialib2ml20create_delayed_inputERKSbIwSt11char_traitsIwESaIwEE [153]
[185]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [185]
-----------------------------------------------
                                   1             __static_initialization_and_destruction_0(int, int) [186]
                0.00    0.00       1/1           __do_global_ctors_aux [8248]
[186]    0.0    0.00    0.00       1+1       __static_initialization_and_destruction_0(int, int) [186]
                                   1             __static_initialization_and_destruction_0(int, int) [186]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::CreateDesktopPreferences(QHBox*) [230]
[187]    0.0    0.00    0.00       1         JahControl::createCol1(QWidget*) [187]
                0.00    0.00       1/4           JahControl::tr(char const*, char const*) [137]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::CreateDesktopPreferences(QHBox*) [230]
[188]    0.0    0.00    0.00       1         JahControl::createCol2(QWidget*) [188]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::CreateDesktopPreferences(QHBox*) [230]
[189]    0.0    0.00    0.00       1         JahControl::createCol3(QWidget*) [189]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::CreateDesktopPreferences(QHBox*) [230]
[190]    0.0    0.00    0.00       1         JahControl::createCol4(QWidget*) [190]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::CreateDesktopPreferences(QHBox*) [230]
[191]    0.0    0.00    0.00       1         JahControl::createCol5(QWidget*) [191]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::JahControl(QGLWidget*, QWidget*, JahHeader*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QWidget*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*) [233]
[192]    0.0    0.00    0.00       1         JahControl::createJahUI(QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*) [192]
                0.00    0.00       3/9           QValueListPrivate<int>::insert(QValueListIterator<int>, int const&) [136]
                0.00    0.00       2/4           QValueListPrivate<int>::~QValueListPrivate() [138]
                0.00    0.00       1/2           QValueListPrivate<int>::QValueListPrivate() [140]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::configSystem() [195]
[193]    0.0    0.00    0.00       1         JahControl::raiseModule(Module) [193]
                0.00    0.00       3/9           QValueListPrivate<int>::insert(QValueListIterator<int>, int const&) [136]
                0.00    0.00       2/4           QValueListPrivate<int>::~QValueListPrivate() [138]
                0.00    0.00       1/2           QValueListPrivate<int>::QValueListPrivate() [140]
                0.00    0.00       1/1           QValueList<int>::operator==(QValueList<int> const&) const [256]
                0.00    0.00       1/2           JahControl::raiseMenu(Module) [139]
                0.00    0.00       1/1           JahControl::selectMenuDropdown(Module) [214]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::JahControl(QGLWidget*, QWidget*, JahHeader*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QWidget*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*) [233]
[194]    0.0    0.00    0.00       1         JahControl::buildMenuBar(JahHeader*) [194]
                0.00    0.00       1/1           JahControl::buildDropDownMenus(QMenuBar*) [212]
                0.00    0.00       1/1           JahControl::buildModeSelector(QWidget*) [209]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::JahControl(QGLWidget*, QWidget*, JahHeader*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QWidget*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*) [233]
[195]    0.0    0.00    0.00       1         JahControl::configSystem() [195]
                0.00    0.00       1/1           JahControl::updateDesktopLabel(QString) [215]
                0.00    0.00       1/1           JahControl::setModulesRenderQuality() [227]
                0.00    0.00       1/1           JahControl::raiseModule(Module) [193]
-----------------------------------------------
                0.00    0.00       1/1           Jahshaka::Jahshaka(QWidget*, char const*, unsigned int) [254]
[196]    0.0    0.00    0.00       1         JahControl::restoreColor() [196]
-----------------------------------------------
                0.00    0.00       1/1           Jahshaka::Jahshaka(QWidget*, char const*, unsigned int) [254]
[197]    0.0    0.00    0.00       1         JahControl::restoreStyle() [197]
-----------------------------------------------
                0.00    0.00       1/1           Jahshaka::storeGlobalPositionSize() [252]
[198]    0.0    0.00    0.00       1         JahControl::saveModulesUI() [198]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::~JahControl() [234]
[199]    0.0    0.00    0.00       1         JahControl::stopVideoHead() [199]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::buildDropDownMenus(QMenuBar*) [212]
[200]    0.0    0.00    0.00       1         JahControl::createEditMenu(QPopupMenu*) [200]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::buildDropDownMenus(QMenuBar*) [212]
[201]    0.0    0.00    0.00       1         JahControl::createFileMenu(QPopupMenu*) [201]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::buildDropDownMenus(QMenuBar*) [212]
[202]    0.0    0.00    0.00       1         JahControl::createHelpMenu(QPopupMenu*) [202]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::JahControl(QGLWidget*, QWidget*, JahHeader*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QWidget*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*) [233]
[203]    0.0    0.00    0.00       1         JahControl::CreateTextModule() [203]
                0.00    0.00       1/12          JahControl::CreateModule(bool) [135]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::JahControl(QGLWidget*, QWidget*, JahHeader*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QWidget*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*) [233]
[204]    0.0    0.00    0.00       1         JahControl::addProgressSteps(int) [204]
                0.00    0.00       1/27          JahControl::staticMetaObject() [129]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::JahControl(QGLWidget*, QWidget*, JahHeader*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QWidget*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*) [233]
[205]    0.0    0.00    0.00       1         JahControl::restoreModulesUI() [205]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::JahControl(QGLWidget*, QWidget*, JahHeader*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QWidget*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*) [233]
[206]    0.0    0.00    0.00       1         JahControl::CreateColorModule() [206]
                0.00    0.00       1/12          JahControl::CreateModule(bool) [135]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::JahControl(QGLWidget*, QWidget*, JahHeader*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QWidget*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*) [233]
[207]    0.0    0.00    0.00       1         JahControl::CreateKeyerModule() [207]
                0.00    0.00       1/12          JahControl::CreateModule(bool) [135]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::JahControl(QGLWidget*, QWidget*, JahHeader*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QWidget*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*) [233]
[208]    0.0    0.00    0.00       1         JahControl::CreatePaintModule() [208]
                0.00    0.00       1/12          JahControl::CreateModule(bool) [135]
                0.00    0.00       1/1           void std::__uninitialized_fill_n_aux<void (GLPaint::**)(), unsigned int, void (GLPaint::*)()>(void (GLPaint::**)(), unsigned int, void (GLPaint::* const&)(), std::__false_type) [257]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::buildMenuBar(JahHeader*) [194]
[209]    0.0    0.00    0.00       1         JahControl::buildModeSelector(QWidget*) [209]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::JahControl(QGLWidget*, QWidget*, JahHeader*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QWidget*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*) [233]
[210]    0.0    0.00    0.00       1         JahControl::initializePlugins() [210]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::JahControl(QGLWidget*, QWidget*, JahHeader*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QWidget*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*) [233]
[211]    0.0    0.00    0.00       1         JahControl::CreatePlayerModule(QFrame*) [211]
                0.00    0.00       1/12          JahControl::CreateModule(bool) [135]
                0.00    0.00       1/1           MainPlayer::MainPlayer(QGLWidget const*, QWidget*, char const*, QHBox*, QHBox*, QHBox*, QHBox*, QHBox*) [237]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::buildMenuBar(JahHeader*) [194]
[212]    0.0    0.00    0.00       1         JahControl::buildDropDownMenus(QMenuBar*) [212]
                0.00    0.00       1/1           JahControl::createFileMenu(QPopupMenu*) [201]
                0.00    0.00       1/1           JahControl::createEditMenu(QPopupMenu*) [200]
                0.00    0.00       1/1           MainPlayer::createMenuItem(QPopupMenu*) [236]
                0.00    0.00       1/1           MainPlayer::getModuleName() [235]
                0.00    0.00       1/1           MainEncoder::createMenuItem(QPopupMenu*) [240]
                0.00    0.00       1/1           MainEncoder::getModuleName() [239]
                0.00    0.00       1/1           JahControl::createHelpMenu(QPopupMenu*) [202]
                0.00    0.00       1/2           JahControl::raiseMenu(Module) [139]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::JahControl(QGLWidget*, QWidget*, JahHeader*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QWidget*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*) [233]
[213]    0.0    0.00    0.00       1         JahControl::createJahDesktopUI(QFrame*, QFrame*) [213]
                0.00    0.00       1/1           JahControl::CreateDesktopModule(QHBox*, QHBox*) [216]
                0.00    0.00       1/1           createMinimizingLayout(QWidget*) [164]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::raiseModule(Module) [193]
[214]    0.0    0.00    0.00       1         JahControl::selectMenuDropdown(Module) [214]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::configSystem() [195]
[215]    0.0    0.00    0.00       1         JahControl::updateDesktopLabel(QString) [215]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::createJahDesktopUI(QFrame*, QFrame*) [213]
[216]    0.0    0.00    0.00       1         JahControl::CreateDesktopModule(QHBox*, QHBox*) [216]
                0.00    0.00       1/12          JahControl::CreateModule(bool) [135]
                0.00    0.00       1/1           JahControl::CreateDesktopModuleOptions() [232]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::JahControl(QGLWidget*, QWidget*, JahHeader*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QWidget*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*) [233]
[217]    0.0    0.00    0.00       1         JahControl::CreateEditingModule() [217]
                0.00    0.00       1/12          JahControl::CreateModule(bool) [135]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::JahControl(QGLWidget*, QWidget*, JahHeader*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QWidget*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*) [233]
[218]    0.0    0.00    0.00       1         JahControl::CreateEffectsModule() [218]
                0.00    0.00       1/12          JahControl::CreateModule(bool) [135]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::JahControl(QGLWidget*, QWidget*, JahHeader*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QWidget*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*) [233]
[219]    0.0    0.00    0.00       1         JahControl::CreateLibraryModule(QFrame*) [219]
                0.00    0.00       1/12          JahControl::CreateModule(bool) [135]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::JahControl(QGLWidget*, QWidget*, JahHeader*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QWidget*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*) [233]
[220]    0.0    0.00    0.00       1         JahControl::CreateTrackerModule() [220]
                0.00    0.00       1/12          JahControl::CreateModule(bool) [135]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::JahControl(QGLWidget*, QWidget*, JahHeader*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QWidget*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*) [233]
[221]    0.0    0.00    0.00       1         JahControl::initializeVariables() [221]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::CreateDesktopModuleOptions() [232]
[222]    0.0    0.00    0.00       1         JahControl::CreateDesktopOptions(QHBox*) [222]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::JahControl(QGLWidget*, QWidget*, JahHeader*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QWidget*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*) [233]
[223]    0.0    0.00    0.00       1         JahControl::CreateEncodingModule(QFrame*) [223]
                0.00    0.00       1/12          JahControl::CreateModule(bool) [135]
                0.00    0.00       1/1           MainEncoder::MainEncoder(QGLWidget const*, QWidget*, char const*, QHBox*, QHBox*, QHBox*, QHBox*) [241]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::JahControl(QGLWidget*, QWidget*, JahHeader*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QWidget*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*) [233]
[224]    0.0    0.00    0.00       1         JahControl::getGlobalPreferences() [224]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::JahControl(QGLWidget*, QWidget*, JahHeader*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QWidget*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*) [233]
[225]    0.0    0.00    0.00       1         JahControl::CreateAnimationModule() [225]
                0.00    0.00       1/12          JahControl::CreateModule(bool) [135]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::JahControl(QGLWidget*, QWidget*, JahHeader*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QWidget*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*) [233]
[226]    0.0    0.00    0.00       1         JahControl::createJahDesktopButtons(QFrame*) [226]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::configSystem() [195]
[227]    0.0    0.00    0.00       1         JahControl::setModulesRenderQuality() [227]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::JahControl(QGLWidget*, QWidget*, JahHeader*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QWidget*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*) [233]
[228]    0.0    0.00    0.00       1         JahControl::CreateDesktopFeedbackBox(QWidget*) [228]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::CreateDesktopModuleOptions() [232]
[229]    0.0    0.00    0.00       1         JahControl::CreateDesktopMiddleFrame(QHBox*) [229]
                0.00    0.00       3/4           JahControl::tr(char const*, char const*) [137]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::CreateDesktopModuleOptions() [232]
[230]    0.0    0.00    0.00       1         JahControl::CreateDesktopPreferences(QHBox*) [230]
                0.00    0.00       1/1           JahControl::createCol1(QWidget*) [187]
                0.00    0.00       1/1           JahControl::createCol2(QWidget*) [188]
                0.00    0.00       1/1           JahControl::createCol3(QWidget*) [189]
                0.00    0.00       1/1           JahControl::createCol4(QWidget*) [190]
                0.00    0.00       1/1           JahControl::createCol5(QWidget*) [191]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::CreateDesktopModuleOptions() [232]
[231]    0.0    0.00    0.00       1         JahControl::PreferenceslanguageChange() [231]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::CreateDesktopModule(QHBox*, QHBox*) [216]
[232]    0.0    0.00    0.00       1         JahControl::CreateDesktopModuleOptions() [232]
                0.00    0.00       1/1           JahControl::CreateDesktopMiddleFrame(QHBox*) [229]
                0.00    0.00       1/1           JahControl::CreateDesktopOptions(QHBox*) [222]
                0.00    0.00       1/1           JahControl::PreferenceslanguageChange() [231]
                0.00    0.00       1/1           JahControl::CreateDesktopPreferences(QHBox*) [230]
-----------------------------------------------
                0.00    0.00       1/1           Jahshaka::Jahshaka(QWidget*, char const*, unsigned int) [254]
[233]    0.0    0.00    0.00       1         JahControl::JahControl(QGLWidget*, QWidget*, JahHeader*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QWidget*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*) [233]
                0.00    0.00      13/13          JahControl::creatingModule(QString const&) [132]
                0.00    0.00      13/13          JahControl::updateProgress() [133]
                0.00    0.00       1/1           JahControl::initializeVariables() [221]
                0.00    0.00       1/1           JahControl::getGlobalPreferences() [224]
                0.00    0.00       1/1           JahControl::createJahUI(QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*, QFrame*) [192]
                0.00    0.00       1/1           JahControl::createJahDesktopUI(QFrame*, QFrame*) [213]
                0.00    0.00       1/1           JahControl::createJahDesktopButtons(QFrame*) [226]
                0.00    0.00       1/1           JahControl::CreatePlayerModule(QFrame*) [211]
                0.00    0.00       1/1           JahControl::CreateEncodingModule(QFrame*) [223]
                0.00    0.00       1/1           JahControl::CreateLibraryModule(QFrame*) [219]
                0.00    0.00       1/1           JahControl::CreateAnimationModule() [225]
                0.00    0.00       1/1           JahControl::CreateEffectsModule() [218]
                0.00    0.00       1/1           JahControl::CreateEditingModule() [217]
                0.00    0.00       1/1           JahControl::CreateTextModule() [203]
                0.00    0.00       1/1           JahControl::CreateColorModule() [206]
                0.00    0.00       1/1           JahControl::CreateKeyerModule() [207]
                0.00    0.00       1/1           JahControl::CreateTrackerModule() [220]
                0.00    0.00       1/1           JahControl::CreatePaintModule() [208]
                0.00    0.00       1/1           JahControl::CreateDesktopFeedbackBox(QWidget*) [228]
                0.00    0.00       1/1           JahControl::buildMenuBar(JahHeader*) [194]
                0.00    0.00       1/1           JahControl::restoreModulesUI() [205]
                0.00    0.00       1/1           JahControl::initializePlugins() [210]
                0.00    0.00       1/1           JahControl::configSystem() [195]
                0.00    0.00       1/1           JahControl::addProgressSteps(int) [204]
-----------------------------------------------
                0.00    0.00       1/1           Jahshaka::~Jahshaka() [255]
[234]    0.0    0.00    0.00       1         JahControl::~JahControl() [234]
                0.00    0.00       1/1           JahControl::stopVideoHead() [199]
                0.00    0.00       1/1           MainPlayer::~MainPlayer() [238]
                0.00    0.00       1/1           MainEncoder::~MainEncoder() [242]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::buildDropDownMenus(QMenuBar*) [212]
[235]    0.0    0.00    0.00       1         MainPlayer::getModuleName() [235]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::buildDropDownMenus(QMenuBar*) [212]
[236]    0.0    0.00    0.00       1         MainPlayer::createMenuItem(QPopupMenu*) [236]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::CreatePlayerModule(QFrame*) [211]
[237]    0.0    0.00    0.00       1         MainPlayer::MainPlayer(QGLWidget const*, QWidget*, char const*, QHBox*, QHBox*, QHBox*, QHBox*, QHBox*) [237]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::~JahControl() [234]
[238]    0.0    0.00    0.00       1         MainPlayer::~MainPlayer() [238]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::buildDropDownMenus(QMenuBar*) [212]
[239]    0.0    0.00    0.00       1         MainEncoder::getModuleName() [239]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::buildDropDownMenus(QMenuBar*) [212]
[240]    0.0    0.00    0.00       1         MainEncoder::createMenuItem(QPopupMenu*) [240]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::CreateEncodingModule(QFrame*) [223]
[241]    0.0    0.00    0.00       1         MainEncoder::MainEncoder(QGLWidget const*, QWidget*, char const*, QHBox*, QHBox*, QHBox*, QHBox*) [241]
-----------------------------------------------
                0.00    0.00       1/1           JahControl::~JahControl() [234]
[242]    0.0    0.00    0.00       1         MainEncoder::~MainEncoder() [242]
-----------------------------------------------
                0.00    0.00       1/1           QValueList<int>::detachInternal() [1125]
[243]    0.0    0.00    0.00       1         QValueListPrivate<int>::QValueListPrivate(QValueListPrivate<int> const&) [243]
                0.00    0.00       3/9           QValueListPrivate<int>::insert(QValueListIterator<int>, int const&) [136]
-----------------------------------------------
                0.00    0.00       1/1           Jahshaka::Jahshaka(QWidget*, char const*, unsigned int) [254]
[244]    0.0    0.00    0.00       1         Jahshaka::setBasePath() [244]
-----------------------------------------------
                0.00    0.00       1/1           Jahshaka::Jahshaka(QWidget*, char const*, unsigned int) [254]
[245]    0.0    0.00    0.00       1         Jahshaka::checkDualHead() [245]
-----------------------------------------------
                0.00    0.00       1/1           Jahshaka::setupInterface(QWidget*) [247]
[246]    0.0    0.00    0.00       1         Jahshaka::languageChange() [246]
                0.00    0.00       2/2           Jahshaka::tr(char const*, char const*) [142]
-----------------------------------------------
                0.00    0.00       1/1           Jahshaka::Jahshaka(QWidget*, char const*, unsigned int) [254]
[247]    0.0    0.00    0.00       1         Jahshaka::setupInterface(QWidget*) [247]
                0.00    0.00       1/1           Jahshaka::languageChange() [246]
-----------------------------------------------
                0.00    0.00       1/1           Jahshaka::Jahshaka(QWidget*, char const*, unsigned int) [254]
[248]    0.0    0.00    0.00       1         Jahshaka::checkJahExtensions() [248]
                0.00    0.00       1/1           Jahshaka::enableJahExtensions() [250]
-----------------------------------------------
                0.00    0.00       1/1           Jahshaka::Jahshaka(QWidget*, char const*, unsigned int) [254]
[249]    0.0    0.00    0.00       1         Jahshaka::sendchangeModeText(QString const&) [249]
                0.00    0.00       1/36          Jahshaka::staticMetaObject() [128]
-----------------------------------------------
                0.00    0.00       1/1           Jahshaka::checkJahExtensions() [248]
[250]    0.0    0.00    0.00       1         Jahshaka::enableJahExtensions() [250]
-----------------------------------------------
                0.00    0.00       1/1           Jahshaka::Jahshaka(QWidget*, char const*, unsigned int) [254]
[251]    0.0    0.00    0.00       1         Jahshaka::sendsetProgressValue(int) [251]
                0.00    0.00       1/36          Jahshaka::staticMetaObject() [128]
-----------------------------------------------
                0.00    0.00       1/1           Jahshaka::~Jahshaka() [255]
[252]    0.0    0.00    0.00       1         Jahshaka::storeGlobalPositionSize() [252]
                0.00    0.00       1/1           JahControl::saveModulesUI() [198]
-----------------------------------------------
                0.00    0.00       1/1           Jahshaka::Jahshaka(QWidget*, char const*, unsigned int) [254]
[253]    0.0    0.00    0.00       1         Jahshaka::restoreGlobalPositionSize() [253]
-----------------------------------------------
                0.00    0.00       1/1           main [90]
[254]    0.0    0.00    0.00       1         Jahshaka::Jahshaka(QWidget*, char const*, unsigned int) [254]
                0.00    0.00       1/1           Jahshaka::setupInterface(QWidget*) [247]
                0.00    0.00       1/1           Jahshaka::setBasePath() [244]
                0.00    0.00       1/1           JahControl::restoreStyle() [197]
                0.00    0.00       1/1           Jahshaka::checkJahExtensions() [248]
                0.00    0.00       1/1           Jahshaka::checkDualHead() [245]
